"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","DNK","Denmark","2018","2018",2.34939,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","DNK","Denmark","2019","2019",2.31863,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MLT","Malta","2016","2016",0.94261,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MLT","Malta","2017","2017",0.89785,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MLT","Malta","2019","2019",1.00343,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BEL","Belgium","2016","2016",0.69655,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BEL","Belgium","2017","2017",0.68556,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BEL","Belgium","2018","2018",0.69138,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BEL","Belgium","2019","2019",0.68036,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2016","2016",0.39069,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2017","2017",0.44399,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2018","2018",0.11769,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2019","2019",0.22344,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2020","2020",0.28885,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2021","2021",0.10551,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LVA","Latvia","2016","2016",0.79214,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LVA","Latvia","2017","2017",0.81615,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LVA","Latvia","2018","2018",0.76106,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LVA","Latvia","2019","2019",0.81251,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","ROU","Romania","2016","2016",0.60505,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","ROU","Romania","2017","2017",0.62169,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","ROU","Romania","2018","2018",0.65251,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","ROU","Romania","2019","2019",0.75822,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2016","2016",0.19525,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2017","2017",0.22173,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2018","2018",0.21997,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",0.21788,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","NZL","New Zealand","2016","2016",1.52187,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","NZL","New Zealand","2017","2017",1.49279,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","NZL","New Zealand","2018","2018",1.54699,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","NZL","New Zealand","2019","2019",1.44903,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","AUS","Australia","2016","2016",0.61515,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","AUS","Australia","2017","2017",0.63284,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","AUS","Australia","2018","2018",0.63431,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","AUS","Australia","2019","2019",0.62166,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","DOM","Dominican Republic","2016","2016",0.5357,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","DOM","Dominican Republic","2017","2017",0.95292,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","DOM","Dominican Republic","2018","2018",0.52511,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","DOM","Dominican Republic","2019","2019",0.59473,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","DOM","Dominican Republic","2020","2020",0.58096,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","DOM","Dominican Republic","2021","2021",0.46374,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SYC","Seychelles","2016","2016",1.14912,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","DEU","Germany","2016","2016",0.45919,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","DEU","Germany","2017","2017",0.49007,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","DEU","Germany","2018","2018",0.51319,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","DEU","Germany","2019","2019",0.55215,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2016","2016",0.15438,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2017","2017",0.13875,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2018","2018",0.06939,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2019","2019",0.22002,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2020","2020",0.19725,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2021","2021",0.13992,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MDV","Maldives","2016","2016",0.43614,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MDV","Maldives","2017","2017",0.76886,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MDV","Maldives","2019","2019",0.57277,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MDV","Maldives","2021","2021",0.91953,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PRT","Portugal","2017","2017",0.3978,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PRT","Portugal","2018","2018",0.35846,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","PRT","Portugal","2019","2019",0.35296,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","PHL","Philippines","2016","2016",0.68053,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","PHL","Philippines","2017","2017",0.83057,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","PHL","Philippines","2018","2018",0.65129,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","PHL","Philippines","2019","2019",0.69673,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","PHL","Philippines","2020","2020",0.79501,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","PHL","Philippines","2021","2021",0.82997,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BLZ","Belize","2016","2016",0.27179,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BLZ","Belize","2017","2017",0.26815,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BLZ","Belize","2018","2018",0.28228,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BLZ","Belize","2019","2019",0.27675,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BLZ","Belize","2020","2020",0.26946,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MCO","Monaco","2021","2021",0.037,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","USA","United States of America","2016","2016",1.55021,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","USA","United States of America","2017","2017",1.57066,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","USA","United States of America","2018","2018",1.5693,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","USA","United States of America","2019","2019",1.54839,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SMR","San Marino","2016","2016",0.50633,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SMR","San Marino","2017","2017",0.52057,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SMR","San Marino","2018","2018",0.68345,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SMR","San Marino","2019","2019",0.45003,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SMR","San Marino","2020","2020",0.42571,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","COL","Colombia","2016","2016",1.16497,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","COL","Colombia","2017","2017",1.22388,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","COL","Colombia","2018","2018",1.24127,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","COL","Colombia","2019","2019",1.36632,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","COL","Colombia","2020","2020",1.61659,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","MLI","Mali","2016","2016",0.91605,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","MLI","Mali","2017","2017",1.16188,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","MLI","Mali","2021","2021",0.63834,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","AND","Andorra","2016","2016",0.24954,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","AND","Andorra","2017","2017",0.27093,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","AND","Andorra","2018","2018",0.28394,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","AND","Andorra","2019","2019",0.27741,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JPN","Japan","2016","2016",0.09761,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JPN","Japan","2017","2017",0.09864,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JPN","Japan","2018","2018",0.09598,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JPN","Japan","2019","2019",0.11966,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BRA","Brazil","2016","2016",1.62088,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BRA","Brazil","2017","2017",1.57695,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BRA","Brazil","2018","2018",1.53439,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BRA","Brazil","2019","2019",1.52286,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","TUR","Türkiye","2016","2016",1.89147,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","TUR","Türkiye","2017","2017",1.80101,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","TUR","Türkiye","2018","2018",1.81614,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","TUR","Türkiye","2019","2019",1.97613,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CHL","Chile","2016","2016",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CHL","Chile","2017","2017",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CHL","Chile","2018","2018",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CHL","Chile","2019","2019",,"a","Category not applicable"
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","CZE","Czechia","2016","2016",0.60192,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","CZE","Czechia","2017","2017",0.60348,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","CZE","Czechia","2018","2018",0.68685,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","CZE","Czechia","2019","2019",0.70535,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BRB","Barbados","2016","2016",1.49852,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BRB","Barbados","2017","2017",1.24547,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BRB","Barbados","2018","2018",1.30539,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BRB","Barbados","2019","2019",1.19188,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BRB","Barbados","2020","2020",1.43562,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BRB","Barbados","2021","2021",1.76191,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GTM","Guatemala","2016","2016",1.63331,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GTM","Guatemala","2017","2017",1.66605,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GTM","Guatemala","2018","2018",1.74132,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GTM","Guatemala","2019","2019",1.82622,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GTM","Guatemala","2020","2020",1.94516,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GTM","Guatemala","2021","2021",1.78403,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2016","2016",0.31019,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2017","2017",0.286,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2018","2018",0.3003,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2019","2019",0.31973,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2020","2020",0.30355,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2021","2021",0.32385,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SEN","Senegal","2016","2016",1.43548,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SEN","Senegal","2018","2018",1.59547,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SEN","Senegal","2021","2021",1.5628,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","URY","Uruguay","2016","2016",1.49172,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","URY","Uruguay","2017","2017",1.55548,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","URY","Uruguay","2018","2018",1.53231,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","URY","Uruguay","2019","2019",1.59488,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","URY","Uruguay","2020","2020",1.44795,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","URY","Uruguay","2021","2021",1.1973,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ABW","Aruba","2016","2016",0.31257,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CUW","Curaçao","2018","2018",1.77079,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CUW","Curaçao","2019","2019",1.73962,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CUW","Curaçao","2020","2020",2.08114,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ZAF","South Africa","2016","2016",1.66282,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ZAF","South Africa","2017","2017",1.64658,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ZAF","South Africa","2018","2018",1.73614,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ZAF","South Africa","2019","2019",1.76473,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ZAF","South Africa","2020","2020",2.06094,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ZAF","South Africa","2021","2021",2.17509,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CPV","Cabo Verde","2016","2016",0.05598,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CPV","Cabo Verde","2017","2017",0.05362,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CPV","Cabo Verde","2018","2018",0.01693,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CPV","Cabo Verde","2019","2019",0.02521,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CPV","Cabo Verde","2021","2021",0.02166,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2016","2016",1.19455,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2017","2017",1.0692,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2018","2018",0.99409,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2019","2019",0.90174,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2020","2020",0.81473,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2021","2021",0.7922,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SMR","San Marino","2016","2016",0.82298,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SMR","San Marino","2017","2017",0.64775,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SMR","San Marino","2018","2018",0.63094,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SMR","San Marino","2019","2019",0.73096,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SMR","San Marino","2020","2020",0.73634,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CRI","Costa Rica","2016","2016",1.4634,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CRI","Costa Rica","2017","2017",1.39963,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CRI","Costa Rica","2018","2018",1.26885,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CRI","Costa Rica","2019","2019",1.27101,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CRI","Costa Rica","2020","2020",1.02578,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","BTN","Bhutan","2016","2016",2.02043,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","BTN","Bhutan","2017","2017",2.15862,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","BTN","Bhutan","2018","2018",1.98989,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","BTN","Bhutan","2019","2019",1.62122,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","BTN","Bhutan","2020","2020",1.63581,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","BTN","Bhutan","2021","2021",1.94547,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","TGO","Togo","2016","2016",0.27492,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MDA","Republic of Moldova","2016","2016",1.26302,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MDA","Republic of Moldova","2017","2017",1.2773,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MDA","Republic of Moldova","2018","2018",1.26921,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MDA","Republic of Moldova","2019","2019",1.35805,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MDA","Republic of Moldova","2020","2020",1.22547,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MDA","Republic of Moldova","2021","2021",1.09035,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","HUN","Hungary","2016","2016",0.74853,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","HUN","Hungary","2017","2017",0.65849,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","HUN","Hungary","2018","2018",0.6404,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","HUN","Hungary","2019","2019",0.78458,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SLV","El Salvador","2016","2016",0.35368,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SLV","El Salvador","2017","2017",0.36763,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SLV","El Salvador","2018","2018",0.3702,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SLV","El Salvador","2019","2019",0.37287,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SLV","El Salvador","2020","2020",0.30034,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SLV","El Salvador","2021","2021",0.26447,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BGD","Bangladesh","2016","2016",0.51646,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BGD","Bangladesh","2019","2019",0.40523,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BGD","Bangladesh","2020","2020",0.35829,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","JPN","Japan","2016","2016",0.62292,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","JPN","Japan","2017","2017",0.62611,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","JPN","Japan","2018","2018",0.62745,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","JPN","Japan","2019","2019",0.64086,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","LBR","Liberia","2016","2016",2.93003,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","LBR","Liberia","2021","2021",0.46483,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","DEU","Germany","2016","2016",1.9965,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","DEU","Germany","2017","2017",1.98337,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","DEU","Germany","2018","2018",1.99838,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","DEU","Germany","2019","2019",2.03439,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LKA","Sri Lanka","2016","2016",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LKA","Sri Lanka","2017","2017",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LKA","Sri Lanka","2018","2018",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LKA","Sri Lanka","2019","2019",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LKA","Sri Lanka","2020","2020",,"n","Magnitude nil or negligible"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","RUS","Russian Federation","2016","2016",0.81258,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","RUS","Russian Federation","2017","2017",0.77745,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","RUS","Russian Federation","2018","2018",0.72092,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2016","2016",0.83185,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2017","2017",0.85579,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2018","2018",0.84576,,
